date,url,title,subscribers
2020-09-29,https://t.me/tribuna_by,Tribuna.com Беларусь,14002
2020-09-29,https://t.me/Spoilermen,Спойлермэн,765
2020-09-29,https://t.me/mediazona_by,Медиазона. Беларусь,7198
2020-09-29,https://t.me/luxta_tv,LUXTA,206342
2020-09-29,https://t.me/hrydzinphoto,Hrydzin Phototography,839
2020-09-29,https://t.me/votebelarus2020,Платформа Голос,132515
2020-09-29,https://t.me/belarusseichas,Беларусь Сейчас,201451
2020-09-29,https://t.me/kyky_org,Кулуары KYKY,47315
2020-09-29,https://t.me/cityforcitizens,Горад для гараджан,1866
2020-09-29,https://t.me/pulpervoi,Пул Первой,84714
2020-09-29,https://t.me/belamova,Беларусь головного мозга,427760
2020-09-29,https://t.me/januskevicbooks,Выдавецтва Янушкевіч,469
2020-09-29,https://t.me/strana_official,Страна Для Жизни,90988
2020-09-29,https://t.me/belarus_economy,Экономика Беларуси,42554
2020-09-29,https://t.me/onlinerby,Onliner,137245
2020-09-29,https://t.me/nexta_tv,NEXTA,919604
2020-09-29,https://t.me/belsat,Белсат,104675
2020-09-29,https://t.me/kanapa_army,Канапавыя войскі Беларусі,5082
2020-09-29,https://t.me/by_help,By_Help,5068
2020-09-29,https://t.me/palchys,PALCHYS,28026
2020-09-29,https://t.me/harbatsevich,HARBACEVIČ,11945
2020-09-29,https://t.me/bnkbel,Баста!,142798
2020-09-29,https://t.me/chestnokkk,ЧестнОК,657
2020-09-29,https://t.me/minsk_block,Минск. Перекрытие дорог,858
2020-09-29,https://t.me/shraibman,Shraibman,32350
2020-09-29,https://t.me/terroristybelarusi,"Каратели Беларуси - имена, адреса, родственники",528
2020-09-29,https://t.me/belteanews,Чай з малинавым варэннем,198937
2020-09-29,https://t.me/UsyLukashenko,Усы Лукашенко,101589
2020-09-29,https://t.me/citydogby,CityDog.by,5532
2020-09-29,https://t.me/online_belarus,Беларусь Online,204566
2020-10-06,https://t.me/viasna96,Вясна / Правы чалавека ў Беларусі,18128
2020-10-06,https://t.me/minsk_block,Минск. Перекрытие дорог,948
2020-10-06,https://t.me/iSANS_Belarus,iSANS Беларусь,6621
2020-10-06,https://t.me/belarusseichas,Беларусь Сейчас,198286
2020-10-06,https://t.me/kyky_org,Кулуары KYKY,47442
2020-10-06,https://t.me/the_village_me,The Village Беларусь,14085
2020-10-06,https://t.me/nashaniva,Наша Нiва,98506
2020-10-06,https://t.me/shraibman,Shraibman,32615
2020-10-06,https://t.me/citydogby,CityDog.by,5560
2020-10-06,https://t.me/by_help,By_Help,5128
2020-10-06,https://t.me/HodasevichLive,Ходасевич LIVE,2061
2020-10-06,https://t.me/pulpervoi,Пул Первой,69
2020-10-06,https://t.me/BlackBookBelarus,Черная книга Беларуси,100826
2020-10-06,https://t.me/cityforcitizens,Горад для гараджан,1852
2020-10-06,https://t.me/tribuna_by,Tribuna.com Беларусь,14182
2020-10-06,https://t.me/studentyBY,отчислено,69492
2020-10-06,https://t.me/s13ru,s13.ru – Новости Гродно,19834
2020-10-06,https://t.me/motolkohelp,#МотолькоПомоги этому городишко от 3% избавиться,75811
2020-10-06,https://t.me/votebelarus2020,Платформа Голос,130421
2020-10-06,https://t.me/radiosvaboda,Радыё Свабода — Беларусь,96700
2020-10-06,https://t.me/chestnokkk,ЧестнОК,875
2020-10-06,https://t.me/hrydzinphoto,Hrydzin Phototography,822
2020-10-06,https://t.me/naviny_by,Naviny.by,13312
2020-10-06,https://t.me/strana_official,Страна Для Жизни,89889
2020-10-06,https://t.me/palchys,PALCHYS,28619
2020-10-06,https://t.me/tutby_official,TUT.BY новости,422412
2020-10-06,https://t.me/rada_vision,Координационный совет,25903
2020-10-06,https://t.me/cyberpartisan,Кибер Партизаны,70669
2020-10-06,https://t.me/online_belarus,Беларусь Online,201735
2020-10-06,https://t.me/UsyLukashenko,Усы Лукашенко,100183
2020-10-06,https://t.me/lebiadok,Lebiadok,3605
2020-10-06,https://t.me/Spoilermen,Спойлермэн,764
2020-10-06,https://t.me/nexta_tv,NEXTA,911628
2020-10-06,https://t.me/januskevicbooks,Выдавецтва Янушкевіч,476
2020-10-06,https://t.me/mkbelarus,МАЯ КРАІНА БЕЛАРУСЬ,213918
2020-10-06,https://t.me/terroristybelarusi,"Каратели Беларуси - имена, адреса, родственники",649
2020-10-06,https://t.me/bnkbel,Баста!,141193
2020-10-06,https://t.me/sputnikby,Sputnik Беларусь,22217
2020-10-06,https://t.me/belteanews,Чай з малинавым варэннем,197848
2020-10-06,https://t.me/nexta_live,NEXTA Live,2016834
2020-10-06,https://t.me/symbalby,SYMBAL.BY,6885
2020-10-06,https://t.me/belamova,Беларусь головного мозга,420510
2020-10-06,https://t.me/listovki_97,Листовки 97%,5657
2020-10-06,https://t.me/onlinerby,Onliner,138867
2020-10-06,https://t.me/euroradio,Euroradio,35493
2020-10-06,https://t.me/charter97_org,Хартия-97,66687
2020-10-06,https://t.me/spiski_okrestina,Списки Задержанных (Жодино+Окрестина+Барановичи),16864
2020-10-06,https://t.me/harbatsevich,HARBACEVIČ,11791
2020-10-06,https://t.me/kanapa_army,Канапавыя войскі Беларусі,4924
2020-10-06,https://t.me/mediazona_by,Медиазона. Беларусь,7028
2020-10-06,https://t.me/belaruspartisanby,Белорусский Партизан,9529
2020-10-06,https://t.me/belsat,Белсат,105962
2020-10-06,https://t.me/luxta_tv,LUXTA,203072
2020-10-06,https://t.me/stopbotluka,Боремся с пропагандой,6472
2020-10-06,https://t.me/belarus_economy,Экономика Беларуси,42271
2020-10-13,https://t.me/bnkbel,Баста!,140563
2020-10-13,https://t.me/the_village_me,The Village Беларусь,14449
2020-10-13,https://t.me/belaruspartisanby,Белорусский Партизан,9544
2020-10-13,https://t.me/UsyLukashenko,Усы Лукашенко,100912
2020-10-13,https://t.me/minsk_block,Минск. Перекрытие дорог,1299
2020-10-13,https://t.me/chestnokkk,ЧестнОК,982
2020-10-13,https://t.me/kanapa_army,Канапавыя войскі Беларусі,4740
2020-10-13,https://t.me/belsat,Белсат,106730
2020-10-13,https://t.me/nexta_live,NEXTA Live,1986194
2020-10-13,https://t.me/lebiadok,Lebiadok,3651
2020-10-13,https://t.me/sputnikby,Sputnik Беларусь,22215
2020-10-13,https://t.me/Spoilermen,Спойлермэн,761
2020-10-13,https://t.me/s13ru,s13.ru – Новости Гродно,19851
2020-10-13,https://t.me/mediazona_by,Медиазона. Беларусь,6889
2020-10-13,https://t.me/citydogby,CityDog.by,5554
2020-10-13,https://t.me/charter97_org,Хартия-97,67114
2020-10-13,https://t.me/tribuna_by,Tribuna.com Беларусь,14875
2020-10-13,https://t.me/nexta_tv,NEXTA,910036
2020-10-13,https://t.me/pulpervoi,Пул Первой,81
2020-10-13,https://t.me/harbatsevich,HARBACEVIČ,11625
2020-10-13,https://t.me/radiosvaboda,Радыё Свабода — Беларусь,97138
2020-10-13,https://t.me/online_belarus,Беларусь Online,198805
2020-10-13,https://t.me/by_help,By_Help,5100
2020-10-13,https://t.me/hrydzinphoto,Hrydzin Phototography,817
2020-10-13,https://t.me/palchys,PALCHYS,28226
2020-10-13,https://t.me/listovki_97,Листовки 97%,6003
2020-10-13,https://t.me/luxta_tv,LUXTA,199905
2020-10-13,https://t.me/votebelarus2020,Платформа Голос,147285
2020-10-13,https://t.me/belarusseichas,Беларусь Сейчас,195108
2020-10-13,https://t.me/tutby_official,TUT.BY новости,427165
2020-10-13,https://t.me/onlinerby,Onliner,139772
2020-10-13,https://t.me/studentyBY,отчислено,68713
2020-10-13,https://t.me/kyky_org,Кулуары KYKY,49045
2020-10-13,https://t.me/belamova,Беларусь головного мозга,414871
2020-10-13,https://t.me/terroristybelarusi,"Каратели Беларуси - имена, адреса, родственники",846
2020-10-13,https://t.me/cyberpartisan,Кибер Партизаны,75734
2020-10-13,https://t.me/belarus_economy,Экономика Беларуси,42267
2020-10-13,https://t.me/januskevicbooks,Выдавецтва Янушкевіч,493
2020-10-13,https://t.me/naviny_by,Naviny.by,13024
2020-10-13,https://t.me/stopbotluka,Боремся с пропагандой,6240
2020-10-13,https://t.me/BlackBookBelarus,Черная книга Беларуси,101355
2020-10-13,https://t.me/iSANS_Belarus,iSANS Беларусь,6576
2020-10-13,https://t.me/shraibman,Shraibman,33923
2020-10-13,https://t.me/belteanews,Чай з малинавым варэннем,197212
2020-10-13,https://t.me/spiski_okrestina,Списки Задержанных (Жодино+Окрестина+Барановичи),18882
2020-10-13,https://t.me/strana_official,Страна Для Жизни,89098
2020-10-13,https://t.me/HodasevichLive,Ходасевич LIVE,2118
2020-10-13,https://t.me/mkbelarus,МАЯ КРАІНА БЕЛАРУСЬ,210657
2020-10-13,https://t.me/euroradio,Euroradio,35880
2020-10-13,https://t.me/rada_vision,Координационный совет,25607
2020-10-13,https://t.me/viasna96,Вясна / Правы чалавека ў Беларусі,18468
2020-10-13,https://t.me/cityforcitizens,Горад для гараджан,1848
2020-10-13,https://t.me/motolkohelp,#МотолькоПомоги этому городишко от 3% избавиться,79359
2020-10-13,https://t.me/nashaniva,Наша Нiва,99729
2020-10-13,https://t.me/symbalby,SYMBAL.BY,6943
2020-10-20,https://t.me/nexta_live,NEXTA Live,1955965
2020-10-20,https://t.me/citydogby,CityDog.by,5543
2020-10-20,https://t.me/cityforcitizens,Горад для гараджан,1836
2020-10-20,https://t.me/luxta_tv,LUXTA,197990
2020-10-20,https://t.me/belaruspartisanby,Белорусский Партизан,9500
2020-10-20,https://t.me/Spoilermen,Спойлермэн,773
2020-10-20,https://t.me/radiosvaboda,Радыё Свабода — Беларусь,97583
2020-10-20,https://t.me/kanapa_army,Канапавыя войскі Беларусі,4594
2020-10-20,https://t.me/symbalby,SYMBAL.BY,7004
2020-10-20,https://t.me/palchys,PALCHYS,27899
2020-10-20,https://t.me/naviny_by,Naviny.by,12712
2020-10-20,https://t.me/belamova,Беларусь головного мозга,411192
2020-10-20,https://t.me/shraibman,Shraibman,34041
2020-10-20,https://t.me/belsat,Белсат,107545
2020-10-20,https://t.me/votebelarus2020,Платформа Голос,151293
2020-10-20,https://t.me/HodasevichLive,Ходасевич LIVE,2130
2020-10-20,https://t.me/mkbelarus,МАЯ КРАІНА БЕЛАРУСЬ,208190
2020-10-20,https://t.me/januskevicbooks,Выдавецтва Янушкевіч,499
2020-10-20,https://t.me/UsyLukashenko,Усы Лукашенко,100016
2020-10-20,https://t.me/spiski_okrestina,Списки Задержанных (Жодино+Окрестина+Барановичи),19392
2020-10-20,https://t.me/BlackBookBelarus,Черная книга Беларуси,100955
2020-10-20,https://t.me/rada_vision,Координационный совет,25552
2020-10-20,https://t.me/belarus_economy,Экономика Беларуси,42522
2020-10-20,https://t.me/belteanews,Чай з малинавым варэннем,197020
2020-10-20,https://t.me/iSANS_Belarus,iSANS Беларусь,6531
2020-10-20,https://t.me/terroristybelarusi,"Каратели Беларуси - имена, адреса, родственники",953
2020-10-20,https://t.me/onlinerby,Onliner,141379
2020-10-20,https://t.me/the_village_me,The Village Беларусь,14662
2020-10-20,https://t.me/lebiadok,Lebiadok,3678
2020-10-20,https://t.me/hrydzinphoto,Hrydzin Phototography,815
2020-10-20,https://t.me/nexta_tv,NEXTA,905787
2020-10-20,https://t.me/sputnikby,Sputnik Беларусь,21965
2020-10-20,https://t.me/s13ru,s13.ru – Новости Гродно,19831
2020-10-20,https://t.me/tribuna_by,Tribuna.com Беларусь,14918
2020-10-20,https://t.me/viasna96,Вясна / Правы чалавека ў Беларусі,18741
2020-10-20,https://t.me/motolkohelp,#МотолькоПомоги этому городишко от 3% избавиться,81329
2020-10-20,https://t.me/stopbotluka,Кибер Партизаны | 🟡 группа | Боремся с пропагандой,5804
2020-10-20,https://t.me/studentyBY,отчислено,68291
2020-10-20,https://t.me/charter97_org,Хартия-97,67201
2020-10-20,https://t.me/online_belarus,Беларусь Online,196015
2020-10-20,https://t.me/bnkbel,Баста!,141056
2020-10-20,https://t.me/euroradio,Euroradio,36079
2020-10-20,https://t.me/minsk_block,Минск. Перекрытие дорог,1340
2020-10-20,https://t.me/listovki_97,Листовки 97%,6995
2020-10-20,https://t.me/strana_official,Страна Для Жизни,88582
2020-10-20,https://t.me/nashaniva,Наша Нiва,101039
2020-10-20,https://t.me/pulpervoi,Пул Первой,80
2020-10-20,https://t.me/tutby_official,TUT.BY новости,429764
2020-10-20,https://t.me/cyberpartisan,Кибер Партизаны,114
2020-10-20,https://t.me/mediazona_by,Медиазона. Беларусь,7415
2020-10-20,https://t.me/by_help,By_Help,5143
2020-10-20,https://t.me/kyky_org,Кулуары KYKY,50799
2020-10-20,https://t.me/chestnokkk,ЧестнОК,1061
2020-10-20,https://t.me/harbatsevich,HARBACEVIČ,11444
2020-10-20,https://t.me/belarusseichas,Беларусь Сейчас,191974
2020-10-27,https://t.me/belarus_economy,Экономика Беларуси,42413
2020-10-27,https://t.me/pulpervoi,Пул Первой,84
2020-10-27,https://t.me/studentyBY,отчислено,68280
2020-10-27,https://t.me/kanapa_army,Канапавыя войскі Беларусі,4369
2020-10-27,https://t.me/the_village_me,The Village Беларусь,15018
2020-10-27,https://t.me/Spoilermen,Спойлермэн,783
2020-10-27,https://t.me/mediazona_by,Медиазона. Беларусь,7250
2020-10-27,https://t.me/minsk_block,Минск. Перекрытие дорог,1378
2020-10-27,https://t.me/iSANS_Belarus,iSANS Беларусь,6497
2020-10-27,https://t.me/UsyLukashenko,Усы Лукашенко,100444
2020-10-27,https://t.me/belsat,Белсат,110674
2020-10-27,https://t.me/nexta_tv,НЕХТА,876691
2020-10-27,https://t.me/harbatsevich,HARBACEVIČ,11230
2020-10-27,https://t.me/tribuna_by,Tribuna.com Беларусь,14888
2020-10-27,https://t.me/lebiadok,Lebiadok,3740
2020-10-27,https://t.me/cyberpartisan,Кибер Партизаны,142
2020-10-27,https://t.me/citydogby,CityDog.by,5567
2020-10-27,https://t.me/rada_vision,Координационный совет,25089
2020-10-27,https://t.me/hrydzinphoto,Hrydzin Phototography,800
2020-10-27,https://t.me/chestnokkk,ЧестнОК,1187
2020-10-27,https://t.me/by_help,By_Help,5348
2020-10-27,https://t.me/euroradio,Euroradio,35945
2020-10-27,https://t.me/votebelarus2020,Платформа Голос,148799
2020-10-27,https://t.me/s13ru,s13.ru – Новости Гродно,19977
2020-10-27,https://t.me/stopbotluka,Кибер Партизаны | 🟡 группа | Боремся с пропагандой,5547
2020-10-27,https://t.me/kyky_org,Кулуары KYKY,51863
2020-10-27,https://t.me/nexta_live,НЕХТА Live,1883444
2020-10-27,https://t.me/januskevicbooks,Выдавецтва Янушкевіч,500
2020-10-27,https://t.me/cityforcitizens,Горад для гараджан,1824
2020-10-27,https://t.me/listovki_97,Листовки 97%,7063
2020-10-27,https://t.me/belamova,Беларусь головного мозга,408034
2020-10-27,https://t.me/mkbelarus,МАЯ КРАІНА БЕЛАРУСЬ,205319
2020-10-27,https://t.me/strana_official,Страна Для Жизни,87984
2020-10-27,https://t.me/radiosvaboda,Радыё Свабода — Беларусь,100335
2020-10-27,https://t.me/tutby_official,TUT.BY новости,436579
2020-10-27,https://t.me/onlinerby,Onliner,143661
2020-10-27,https://t.me/bnkbel,Баста!,140642
2020-10-27,https://t.me/symbalby,SYMBAL.BY,7145
2020-10-27,https://t.me/naviny_by,Naviny.by,12241
2020-10-27,https://t.me/belarusseichas,Беларусь Сейчас,189949
2020-10-27,https://t.me/shraibman,Shraibman,34641
2020-10-27,https://t.me/sputnikby,Sputnik Беларусь,21923
2020-10-27,https://t.me/spiski_okrestina,Списки Задержанных (Жодино+Окрестина+Барановичи),21138
2020-10-27,https://t.me/belaruspartisanby,Белорусский Партизан,9505
2020-10-27,https://t.me/nashaniva,Наша Нiва,103185
2020-10-27,https://t.me/motolkohelp,#МотолькоПомоги этому городишко от 3% избавиться,90861
2020-10-27,https://t.me/palchys,PALCHYS,27385
2020-10-27,https://t.me/luxta_tv,LUXTA,196593
2020-10-27,https://t.me/HodasevichLive,Ходасевич LIVE,2139
2020-10-27,https://t.me/viasna96,Вясна / Правы чалавека ў Беларусі,18993
2020-10-27,https://t.me/terroristybelarusi,Каратели Беларуси,988
2020-10-27,https://t.me/belteanews,Чай з малинавым варэннем,197196
2020-10-27,https://t.me/online_belarus,Беларусь Online,192573
2020-10-27,https://t.me/BlackBookBelarus,Черная книга Беларуси,98702
2020-10-27,https://t.me/charter97_org,Хартия-97,67173
2020-11-03,https://t.me/strana_official,Страна Для Жизни,87370
2020-11-03,https://t.me/pulpervoi,Пул Первой,89
2020-11-03,https://t.me/cyberpartisan,Кибер Партизаны,168
2020-11-03,https://t.me/rada_vision,Координационный совет,24798
2020-11-03,https://t.me/harbatsevich,HARBACEVIČ,11026
2020-11-03,https://t.me/the_village_me,The Village Беларусь,15174
2020-11-03,https://t.me/stopbotluka,Кибер Партизаны | 🟡 группа | Боремся с пропагандой,5316
2020-11-03,https://t.me/votebelarus2020,Платформа Голос,146969
2020-11-03,https://t.me/palchys,PALCHYS,27145
2020-11-03,https://t.me/hrydzinphoto,Hrydzin Phototography,788
2020-11-03,https://t.me/motolkohelp,#МотолькоПомоги этому городишко от 3% избавиться,96275
2020-11-03,https://t.me/januskevicbooks,Выдавецтва Янушкевіч,500
2020-11-03,https://t.me/luxta_tv,LUXTA,194178
2020-11-03,https://t.me/onlinerby,Onliner,145817
2020-11-03,https://t.me/nexta_tv,НЕХТА,869924
2020-11-03,https://t.me/shraibman,Shraibman,34841
2020-11-03,https://t.me/nashaniva,Наша Нiва,104811
2020-11-03,https://t.me/listovki_97,Листовки 97%,9027
2020-11-03,https://t.me/chestnokkk,ЧестнОК,1214
2020-11-03,https://t.me/HodasevichLive,Ходасевич LIVE,2139
2020-11-03,https://t.me/terroristybelarusi,Каратели Беларуси,1011
2020-11-03,https://t.me/radiosvaboda,Радыё Свабода — Беларусь,100919
2020-11-03,https://t.me/tutby_official,TUT.BY новости,440258
2020-11-03,https://t.me/BlackBookBelarus,Черная книга Беларуси,99571
2020-11-03,https://t.me/cityforcitizens,Горад для гараджан,1811
2020-11-03,https://t.me/naviny_by,Naviny.by,11902
2020-11-03,https://t.me/belarusseichas,Беларусь Сейчас,187186
2020-11-03,https://t.me/viasna96,Вясна / Правы чалавека ў Беларусі,19036
2020-11-03,https://t.me/nexta_live,НЕХТА Live,1851868
2020-11-03,https://t.me/euroradio,Euroradio,36641
2020-11-03,https://t.me/by_help,By_Help,5493
2020-11-03,https://t.me/symbalby,SYMBAL.BY,7084
2020-11-03,https://t.me/kyky_org,Кулуары KYKY,53026
2020-11-03,https://t.me/sputnikby,Sputnik Беларусь,21729
2020-11-03,https://t.me/tribuna_by,Tribuna.com Беларусь,14966
2020-11-03,https://t.me/Spoilermen,Спойлермэн,782
2020-11-03,https://t.me/bnkbel,Баста!,140010
2020-11-03,https://t.me/s13ru,s13.ru – Новости Гродно,20009
